epsilon,psi_radians,gap,quadratic,ratio_to_quadratic
0.03,1.265363707695889,0.0005197309068971146,0.0005196152422706632,1.0002225966773914
0.03,1.2740903539558606,0.0005197388502743124,0.0005196152422706632,1.000237883713936
0.03,1.2828170002158321,0.0005197468824485707,0.0005196152422706632,1.0002533416405035
0.03,1.2915436464758039,0.0005197549814004423,0.0005196152422706632,1.0002689280806476
0.03,1.3002702927357754,0.0005197631249289969,0.0005196152422706632,1.000284600308658
0.03,1.3089969389957472,0.0005197712907114881,0.0005196152422706632,1.0003003153643895
0.03,1.3177235852557188,0.0005197794563660168,0.0005196152422706632,1.000316030173857
0.03,1.3264502315156905,0.0005197875995107447,0.0005196152422706632,1.0003317016631927
0.03,1.335176877775662,0.0005197956978285466,0.0005196152422706632,1.000347286883069
0.03,1.3439035240356338,0.0005198037291243035,0.0005196152422706632,1.0003627431189597
0.03,1.3526301702956054,0.0005198116713889704,0.0005196152422706632,1.0003780280144376
0.03,1.361356816555577,0.0005198195028570054,0.0005196152422706632,1.0003930996816983
0.03,1.3700834628155487,0.0005198272020694693,0.0005196152422706632,1.0004079168229936
0.03,1.3788101090755203,0.0005198347479293078,0.0005196152422706632,1.0004224388370238
0.03,1.387536755335492,0.0005198421197608486,0.0005196152422706632,1.0004366259334385
0.03,1.3962634015954636,0.0005198492973661623,0.0005196152422706632,1.0004504392413052
0.03,1.4049900478554354,0.0005198562610807787,0.0005196152422706632,1.0004638409163331
0.03,1.413716694115407,0.0005198629918258043,0.0005196152422706632,1.0004767942411743
0.03,1.4224433403753787,0.0005198694711629835,0.0005196152422706632,1.0004892637313896
0.03,1.4311699866353502,0.0005198756813425382,0.0005196152422706632,1.000501215227515
0.03,1.4398966328953218,0.0005198816053521192,0.0005196152422706632,1.0005126159892692
0.03,1.4486232791552935,0.0005198872269653217,0.0005196152422706632,1.0005234347889216
0.03,1.457349925415265,0.0005198925307828857,0.0005196152422706632,1.0005336419905828
0.03,1.4660765716752369,0.0005198975022778361,0.0005196152422706632,1.0005432096370759
0.03,1.4748032179352084,0.0005199021278334896,0.0005196152422706632,1.0005521115230813
0.03,1.4835298641951802,0.0005199063947806527,0.0005196152422706632,1.0005603232667255
0.03,1.4922565104551517,0.000519910291432684,0.0005196152422706632,1.0005678223770562
0.03,1.5009831567151235,0.0005199138071179457,0.0005196152422706632,1.000574588316497
0.03,1.509709802975095,0.0005199169322083636,0.0005196152422706632,1.0005806025558104
0.03,1.5184364492350666,0.0005199196581444923,0.0005196152422706632,1.000585848622336
0.03,1.5271630954950384,0.0005199219774616778,0.0005196152422706632,1.0005903121503406
0.03,1.53588974175501,0.0005199238838079152,0.0005196152422706632,1.0005939809153852
0.03,1.5446163880149817,0.000519925371962783,0.0005196152422706632,1.0005968448707636
0.03,1.5533430342749532,0.0005199264378514929,0.0005196152422706632,1.000598896174542
0.03,1.562069680534925,0.0005199270785543643,0.0005196152422706632,1.000600129207793
0.03,1.5707963267948966,0.0005199272923173126,0.0005196152422706632,1.0006005405947789
