beta,realization,seed,max_relative_junction_residual,N,pairs,local,regional,sum_W_real,sum_W_imag,area,null,corr,corr_centered,corr_centered_rms
0.1,19,5019,0.05012482573171419,324,901,0.35175287989115883,112.09867855571235,112.09858487936543,-0.1449206011126678,1122.341819135092,6.476556839656624,0.9561744717020061,-0.4147243897999736,-0.333236115569901
0.2,19,5019,0.10100625304858889,324,901,0.6947702505783936,224.3052630708621,224.30517982319628,-0.19325054264522284,1122.341819135092,12.599543544594308,0.9909896681193766,-0.36405860113731103,-0.2915873250058543
0.4,19,5019,0.20677339252799432,324,901,1.386177569090189,448.7184633643071,448.7183697108578,-0.2899104257103233,1122.341819135092,25.02346088345479,0.998142304844343,-0.23612901009009363,-0.18632594457837368
0.0,20,5020,5.397611037715801e-15,324,901,0.086246922285067,0.0647192549319045,0.06347085125430763,0.012650415012733798,1123.0629616970516,1.749104742266533,-0.41698772556191566,-0.41700816341802516,-0.33593418886233495
0.02,20,5020,0.010000977990954054,324,901,0.10734761732904995,22.5129708189889,22.51294473423399,-0.034270832669541174,1123.0629616970516,2.1507493618327405,0.14306800595995822,-0.4165714608427658,-0.33591652090947555
0.05,20,5020,0.02501553756224543,324,901,0.18715340434358266,56.18725302029312,56.18715555870348,-0.10465270419294434,1123.0629616970516,3.5813739895969734,0.796582703799818,-0.4135715974575871,-0.33364351594448416
0.1,20,5020,0.0501251114992384,324,901,0.3526089066385105,112.31105958754371,112.31084026615264,-0.22195582339862824,1123.0629616970516,6.488173158684466,0.9541457502594378,-0.40254735686847676,-0.32417039937753483
0.2,20,5020,0.10099751246255595,324,901,0.6956713542069757,224.55867381171262,224.55820968105098,-0.4565620618099744,1123.0629616970516,12.615329190861619,0.9903688817681536,-0.36229510429856165,-0.2883304118308618
0.4,20,5020,0.20619945482873814,324,901,1.387211304968504,449.05390280542304,449.0529485108476,-0.9257745386326841,1123.0629616970516,25.04568142943012,0.9980389595079976,-0.25079303125512115,-0.19250829754988993
0.0,21,5021,3.9661482314050404e-15,324,901,0.09317258133796168,0.08312293649407677,0.014930164144738356,0.0817710998459082,1122.4975686209825,1.875993298932451,-0.4042370853703395,-0.4041831275905328,-0.32899157782807714
0.02,21,5021,0.010000934348809616,324,901,0.11260616007979592,22.45710768258489,22.456930334150066,0.08924928203561575,1122.4975686209825,2.2559091836550276,0.09790272151178278,-0.4034396503502845,-0.32846188210566174
0.05,21,5021,0.025015606113720442,324,901,0.1890183035656757,56.1200205172865,56.119930589158066,0.10046655532015722,1122.4975686209825,3.645774920748087,0.7721773659033058,-0.40080065372594,-0.3258601280660545
0.1,21,5021,0.05012541397060586,324,901,0.35308109285367334,112.22499427810342,112.2249310141714,0.11916201079439759,1122.4975686209825,6.523568822183344,0.9492795185270295,-0.3923477763401031,-0.31706398096233074
0.2,21,5021,0.10101002937332675,324,901,0.6955663990916947,224.43498646535602,224.43493186419806,0.15655292174290092,1122.4975686209825,12.631957704863014,0.9893946164636649,-0.36281117309435784,-0.28661722972856407
0.4,21,5021,0.20649683469354307,324,901,1.386729456708674,448.8549931778994,448.8549335642514,0.23133474363989245,1122.4975686209825,25.049961754372127,0.9977771439563595,-0.27521407835197587,-0.2075647815179449
