n,eccentricity,gap,trace,normalized_gap
4,0.26039097744360906,0.13552340298622978,3.862013027147292,0.0350913893955286
4,0.2628947368421053,0.13813870910890413,3.859298086109898,0.03579373917917427
4,0.2653984962406015,0.14077883405794878,3.8565552259875178,0.036503777544609296
4,0.26790225563909775,0.14344376723037744,3.853784387167468,0.037221534164709365
4,0.270406015037594,0.14613349767609685,3.8509855092565353,0.03794703909553509
4,0.2729097744360902,0.1488480140890711,3.848158531073775,0.03868032277961718
4,0.2754135338345865,0.15158730479830407,3.8453033906431777,0.0394214160492936
4,0.27791729323308273,0.1543513577586353,3.842420025186204,0.04017035013009943
4,0.28042105263157896,0.1571401605413405,3.839508371114192,0.04092715664420853
4,0.2829248120300752,0.15995370032454082,3.8365683640206316,0.041691867613930164
4,0.2854285714285714,0.16279196388340766,3.8335999386732986,0.04246451546525885
4,0.2879323308270677,0.16565493758016814,3.8306030290062525,0.043245133031480656
4,0.29043609022556394,0.1685426073538976,3.8275775681116917,0.04403375355683435
4,0.29293984962406017,0.17145495871010374,3.8245234882316685,0.044830410700230465
4,0.2954436090225564,0.17439197671008655,3.8214407207496532,0.0456351385390262
4,0.2979473684210526,0.17735364596008485,3.818329196181952,0.046447971572861096
4,0.30045112781954886,0.18033995060018815,3.815188844168972,0.0472689447275499
4,0.30295488721804514,0.18335087429302188,3.8120195934663332,0.048098093359036975
4,0.3054586466165414,0.1863864002121911,3.808821371935819,0.04893545325741042
4,0.3079624060150376,0.18944651103048682,3.8055941065361747,0.049781060650979335
4,0.31046616541353383,0.19253118890784204,3.8023377233137325,0.05063495221041316
4,0.31296992481203006,0.195640415479033,3.7990521473928776,0.05149716505294417
4,0.31547368421052635,0.19877417184112978,3.7957373029663417,0.0523677367466366
4,0.3179774436090226,0.2019324385406731,3.792393113285322,0.05324670531471895
4,0.3204812030075188,0.2051151955605881,3.78901950064943,0.05413410923998459
4,0.32298496240601504,0.20832242230681874,3.785616386396456,0.055029987469259065
4,0.32548872180451127,0.2115540975946817,3.7821836908919493,0.05593437941793648
4,0.32799248120300756,0.21481019963493253,3.778721333518617,0.05684732497458567
4,0.3304962406015038,0.2180907060195345,3.77522923266553,0.057768864505626294
4,0.333,0.2213955937071288,3.7717073057171335,0.05869903886007765
4,0.33550375939849625,0.2247248390081924,3.7681554690420636,0.05963788937437916
4,0.3380075187969925,0.22807841756988823,3.7645736379817585,0.06058545787728682
