beta,condition,realization,min_area,min_turn,min_edge,relative_force_residual,crossings,tensor_check_error,boundary_virial_error,initial_energy,relaxed_energy,max_displacement
0.75,permuted,13,1.57090388478359,0.3435512003389267,0.5754441181010956,3.4012706059623064e-14,0,1.7763568394002505e-15,1.899724821896598e-11,5467.586287113561,5397.829929695274,1.5154157766479994
0.75,permuted,14,1.399890671243714,0.308955640064814,0.533173147983188,2.5748400805227827e-14,0,1.3322676295501878e-15,2.9103830456733704e-11,5467.586287113561,5400.886512835952,1.2335763846473597
0.75,permuted,15,1.344425161481995,0.3437727971329517,0.5821274999283186,2.612451535256147e-14,0,1.3322676295501878e-15,3.183231456205249e-11,5467.586287113561,5400.281072553113,1.1896791486895077
0.75,permuted,16,1.5969579712730209,0.31961205291217953,0.538514094409233,2.261515441020737e-14,0,1.3322676295501878e-15,4.274625098332763e-11,5467.5862871135605,5407.373941830103,1.1666060276905457
0.75,permuted,17,1.265600657616023,0.304473199481207,0.612695480302042,2.384223971416852e-14,0,1.7763568394002505e-15,2.972155854763514e-11,5467.586287113561,5401.201992941948,1.361788365265503
0.75,permuted,18,1.471166238008685,0.28851379442753955,0.5475703773134978,2.6087648054276934e-14,0,1.7763568394002505e-15,1.7816859099184512e-11,5467.5862871135605,5402.088985323498,1.3562981417785884
0.75,permuted,19,1.4124313531935695,0.3559060439527159,0.559817171309627,2.685785702130766e-14,0,1.3322676295501878e-15,6.002665031701326e-11,5467.586287113561,5395.640922993252,1.3511325407797679
0.75,permuted,20,1.1219780229136065,0.30201581143224143,0.5702598118218247,2.6118732882946422e-14,0,1.3322676295501878e-15,2.1827872842550278e-11,5467.586287113561,5395.528701104024,1.3831341069569247
0.75,permuted,21,1.4036781583180349,0.3275756162162061,0.5199802343579297,2.893643800257032e-14,0,1.7763568394002505e-15,2.637534635141492e-11,5467.586287113561,5404.90948975848,1.222788111413751
0.75,permuted,22,1.4325298823294546,0.3034293701534336,0.5375376283015886,2.9671194719318166e-14,0,1.3322676295501878e-15,2.091837814077735e-11,5467.586287113561,5400.556038081732,1.2655312690656992
0.75,permuted,23,1.6878150478752083,0.3364874022649318,0.47618888496751277,2.560317543442756e-14,0,1.3322676295501878e-15,3.4429348261255655e-11,5467.586287113561,5405.436139816249,1.249776341433828
0.75,permuted,24,1.4839205862489937,0.3127005644152605,0.5545838775780372,2.685317057832323e-14,0,1.7763568394002505e-15,4.729372449219227e-11,5467.5862871135605,5397.57581510449,1.384222365088917
0.75,permuted,25,1.1795437658252639,0.26832454375535975,0.43338268137012814,1.7778139118185836e-14,0,1.7763568394002505e-15,2.8194335754960775e-11,5467.586287113561,5403.120299962542,1.1971815722951828
0.75,permuted,26,1.4433242532153585,0.33459611081040014,0.5494105517056659,3.088312679465479e-14,0,1.7763568394002505e-15,2.000888343900442e-11,5467.586287113561,5402.657777389002,1.7046474155049312
0.75,permuted,27,1.7047477023369026,0.2700708643225673,0.5151342697462279,2.6556861260266095e-14,0,1.7763568394002505e-15,3.456079866737127e-11,5467.586287113561,5402.101462874603,1.301524204010637
0.75,permuted,28,1.595771546798122,0.3722764430168609,0.46918812714667063,2.187173152697357e-14,0,1.7763568394002505e-15,2.5210056264768355e-11,5467.5862871135605,5400.72060992942,1.3119432418181356
0.75,permuted,29,1.4687167412207143,0.2729403376318999,0.5340686569516754,1.9447807486586956e-14,0,1.7763568394002505e-15,2.091837814077735e-11,5467.586287113561,5401.128792963387,1.097639803662602
0.75,permuted,30,1.5334271762752643,0.30651320254648146,0.5381461669219345,2.3760992035558615e-14,0,1.3322676295501878e-15,2.000888343900442e-11,5467.586287113561,5403.096700586517,1.2976376860062626
0.75,permuted,31,1.4865226316827158,0.3047338279534134,0.5242562957028386,2.8582831866169607e-14,0,1.3322676295501878e-15,3.183231456205249e-11,5467.586287113561,5402.844540838041,1.2204792265173487
0.75,permuted,32,1.5304311793905325,0.2929939948858033,0.5146941603866849,2.510465912607911e-14,0,1.3322676295501878e-15,1.149125239408022e-11,5467.586287113561,5398.227323234425,1.3349546432363064
0.75,permuted,33,1.5968933667762446,0.3453853802294293,0.5994857951145162,3.8061248648654265e-14,0,1.3322676295501878e-15,2.1827872842550278e-11,5467.586287113561,5403.918371949625,1.1662792330823355
0.75,permuted,34,1.2593963999657263,0.3664062118909768,0.5688123989802502,2.3882905148116406e-14,0,1.3322676295501878e-15,5.4569682106375694e-11,5467.5862871135605,5398.964632387789,1.3576109311696098
0.75,permuted,35,1.6277092287874821,0.31632296028190515,0.6152818492211896,2.256319403244194e-14,0,1.3322676295501878e-15,3.637978807091713e-11,5467.5862871135605,5402.786241092224,1.2763531711475193
0.75,permuted,36,1.2969890006576374,0.3119990699300056,0.5746388614528823,3.576840061498508e-14,0,1.7763568394002505e-15,2.1827872842550278e-11,5467.586287113561,5396.826083344789,1.693349846275113
0.75,permuted,37,1.3584152130858822,0.3212384587976808,0.5808587176476719,1.966949030864887e-14,0,1.3322676295501878e-15,7.30837612650248e-12,5467.5862871135605,5400.212571805265,1.1598341337040916
0.75,permuted,38,1.4576736701812452,0.25902935340197397,0.6064634740402249,3.7003568395011094e-14,0,1.7763568394002505e-15,2.3646862246096134e-11,5467.586287113561,5401.478063599782,1.3682885375844127
0.75,permuted,39,1.3500020821752399,0.3212918406592603,0.5999633105104628,2.7304685681890578e-14,0,1.3322676295501878e-15,3.9108272176235914e-11,5467.586287113561,5400.770668517876,1.394573632142458
