epsilon,psi_rad,delta,leading,ratio,area
0.05,2.129301687433082,0.001443402045010485,0.0014433756729740647,1.0000182710827916,0.8653037159699468
0.05,2.1467549799530254,0.0014434347385571431,0.0014433756729740647,1.0000409218363482,0.8653037159972151
0.05,2.1642082724729685,0.001443480005716648,0.0014433756729740647,1.000072283844419,0.8653037160349711
0.05,2.181661564992912,0.0014435373493766012,0.0014433756729740647,1.0001120126974312,0.865303716082802
0.05,2.199114857512855,0.0014436061398718065,0.0014433756729740647,1.0001596721505406,0.8653037161401828
0.05,2.2165681500327987,0.0014436856219422981,0.0014433756729740647,1.0002147389442935,0.8653037162064855
0.05,2.234021442552742,0.0014437749230780646,0.0014433756729740647,1.000276608586022,0.8653037162809833
0.05,2.251474735072685,0.0014438730631528849,0.0014433756729740647,1.000344602024361,0.8653037163628604
0.05,2.2689280275926285,0.0014439789652367966,0.0014433756729740647,1.000417973140346,0.8653037164512193
0.05,2.2863813201125716,0.001444091467469935,0.0014433756729740647,1.00049591697385,0.8653037165450923
0.05,2.303834612632515,0.001444209335861591,0.0014433756729740647,1.000577578591032,0.8653037166434505
0.05,2.321287905152458,0.001444331277869051,0.0014433756729740647,1.000662062492031,0.8653037167452164
0.05,2.3387411976724017,0.001444455956610984,0.0014433756729740647,1.0007484424582918,0.8653037168492753
0.05,2.356194490192345,0.001444582005551109,0.0014433756729740647,1.0008357717257066,0.8653037169544868
0.05,2.3736477827122884,0.00144470804349392,0.0014433756729740647,1.0009230933739584,0.8653037170596987
0.05,2.3911010752322315,0.0014448326897239564,0.0014433756729740647,1.0010094508153164,0.8653037171637576
0.05,2.4085543677521746,0.0014449545791260243,0.0014433756729740647,1.0010938982702309,0.8653037172655235
0.05,2.426007660272118,0.0014450723771175361,0.0014433756729740647,1.001175511112762,0.8653037173638818
